2489,10
140219,9
111637,7
201937,6
186016,4.8
193394,7.5
2094,7.6
334,5.7
186017,4.7
13629,3.9
12699,6
151794,4.1
186012,0.5
3954,8
106005,6
59123,5
176009,7
115,6
172207,3.8
16,6.5
130775,3.8
136585,6.9
112129,5.4
2245,6.4
183314,12.8
819,7.5
185266,4.7
166447,5
172099,7.5
139988,4.1
113419,4.5
183313,9
8592,5.4
200563,4
149905,4.2
184673,8.5
146808,5.25
157687,7.8
135621,4.7
199236,4.9
1168,5
120262,4
13461,3.5
185850,8.2
5384,8.5
191084,15
103425,8.6
184507,4.2
188789,13.5
95323,7.3
124708,5
198882,5.7
197536,5
198325,6.5
198215,5
198004,4.5
113934,6.6
142709,8.2
123689,6
128266,4.9
182878,5.5
8724,6.8
57536,7.5
168950,14
182804,5
48023,5.6
66986,6
166240,9
46845,5.8
92906,4.6
191206,8.5
195547,6
178075,6
196862,6.7
179891,6
182408,6.5
168983,8.5
171152,6.3
195361,6.5
195362,5
122509,11
109725,5.1
81254,5
179279,4.8
171593,5.5
169164,4.6
71911,7.5
92907,6.5
194963,4.7
147563,7.6
163473,10
77760,5
183246,8.5
136580,6.8
186942,7.5
194964,6
84865,5.1
131102,4.2
169906,7.5
194962,4.7
101137,6
169724,12
178649,6.3
167330,7.5
125593,9.6
58693,12.5
64244,8
160135,6
179930,5.9
86897,4.5
98052,11
167513,6.9
168334,7.1
62297,4.5
176818,10
119333,8
130832,6.8
192592,4.5
160185,4.5
168311,7.7
15359,5.8
113453,6.2
2407,9
160085,6.2
136865,5
105373,4.3
191830,4.5
189886,6
194738,6
195433,6
172822,6
191455,7
136582,6.4
66000,6.5
171585,8
153213,7
54327,4.3
149241,4.7
193512,6.1
171749,5.2
28797,7.2
101138,6
183946,4.6
183944,4.5
44656,7.3
161445,4.5
185158,4.7
170521,10
100258,5
39590,7
171588,6.9
121258,5.3
143823,5.5
72627,8.5
166166,6.5
135897,4.8
77869,5.2
158465,5
134208,5
136579,5.1
98764,5.1
4557,5
10184,7
95399,7.5
39121,5.2
96768,5
136581,5.4
136584,6.6
199354,5.3
20566,5.6
10054,4.4
6410,4.9
47419,4.9
123267,5.3
141445,4.1
177215,5.2
10586,5.2
67257,10.5
95150,5.7
18587,6
136578,6.8
102933,8.5
170643,6.5
113,5.4
190921,5
34012,5
21278,7
9812,4.8
93851,5
180557,5
89468,5.7
170499,7.2
191815,7
190039,10.5
135970,5.3
14764,0.5
76558,0.5
141181,8
587,8.8
170662,9
182879,5.5
127114,7.5
158169,6
125094,5
191058,7
191201,6.7
133831,12.9
7355,7.2
177078,5.5
192067,5.5
1629,5.5
92359,0
163732,4.8
145782,9.2
158114,6.5
111790,4.5
184219,4.9
188685,7
145823,5.9
122453,4.5
107849,7
158903,5
179626,1.2
184104,0.01
190992,6
190991,5.5
190990,8
186127,10
118721,9.2
41459,5.5
108863,5.5
167429,4.2
92598,5.2
144998,5
190904,1.2
145190,6
75750,8.1
151513,4.1
64777,4.7
190042,7
142543,6.8
36773,5
36772,6
89402,0
168004,4.9
102247,5
107844,5.2
171358,7
184513,5
133824,4.3
139282,4.2
4097,4.7
182508,10
127320,9.5
183801,5.9
142548,6.8
116556,5
102043,1.2
2490,11
184043,4.5
187710,11.7
159851,4.8
136744,3.5
10062,4.5
153139,4.2
142545,6.8
142331,6.8
5955,5.5
156085,7
187707,4.7
164432,6.5
123997,6.6
185034,4.5
151351,5
113777,12
118555,13
164965,7
142549,6.8
142550,6.8
111173,8
171238,7
168721,19.3
159675,6.6
125616,5.5
170589,4.7
151797,5.5
184229,5.3
114943,6
125541,5.5
113172,5.6
168677,4.5
108411,4.5
179063,4.7
32848,5
94349,10
55794,5.15
38052,6.75
171932,8.7
29012,9.5
170583,0
43947,7
3716,10.4
140289,6
181321,5.5
181320,5.5
165335,6.5
169167,10
165658,8
149843,2.7
183487,8
194999,6.2
181319,5.5
41115,5
86243,1
38452,5.4
11325,5.5
145762,5.5
167684,7.4
183871,5.5
112814,11
168401,6.3
171598,4.2
152228,6
142544,6.8
156841,5.2
186572,4.7
186556,4.5
184820,7
116208,8.5
142542,6.8
167701,6
174984,5
46981,5.7
164658,11
182881,10.1
2409,5
82422,3.8
36977,4.8
74240,5
148299,4.8
144092,9.5
95243,8
145946,8.7
184610,6.5
165574,5.5
176059,4.7
153199,7.1
163615,4.7
112322,5.9
180416,7
184612,7
184025,7.5
138082,5
125615,6.5
101632,6.5
40467,6
177050,11.5
180485,10
66037,7.2
179927,4.7
168297,6.3
172460,4.7
168340,5.3
183558,9
6074,5
150488,7.6
192496,6.5
155258,6.5
171748,9.7
152232,10.5
143409,7.2
169602,7.5
47527,5.2
70772,5.8
177781,3.5
175590,6
168284,5
6154,6.3
130175,4.6
169113,7
143177,5.4
36948,5
152299,4
134437,5.6
73141,5
120507,6.3
66438,5
178372,6
171699,6.6
73303,5.5
143542,9
140016,8
182466,5.5
179058,8
14434,7
139938,4.9
154049,4.8
28969,7
7844,9.9
56670,4.5
54837,5
181864,0
52287,7
70576,10
146036,11.3
94561,9.5
16799,8
83765,5
174084,6.5
148243,5
147307,5
152407,5
179134,5.5
126218,4.5
174558,6
135616,4.5
148034,4
170647,4.3
120270,17.5
162521,15
158101,5.8
164400,5
18579,6.5
174085,6.5
171466,6.7
128676,5
150656,6.2
160824,11.5
119504,5.2
41458,5.5
161094,11.8
179673,5.5
176047,7.5
167804,9
113600,7
157535,10.9
72879,4.7
176816,7.5
159131,4.5
164798,9
173481,6
139703,5.5
178644,5.7
178643,4.7
140827,6
45748,5.9
172074,4.7
140722,5.6
54788,5
103737,4.8
143774,4.6
155231,4.1
164188,4.7
160180,6.5
176671,4.7
176536,4.75
166375,6.7
173352,6
176456,9.5
146259,4.6
6062,7
117531,7
103738,6.5
176222,4.7
172389,14
144877,7
136784,5.2
174704,4.7
173587,4.5
175508,8.4
167745,6
161993,7.5
175519,6.8
155226,11
134551,7
170887,4.7
161471,9.4
99410,9.4
127242,10
123262,8.7
124127,5.9
9443,4
101904,10
119172,7.1
138289,6
145895,4.7
122974,4.4
168944,8.6
171301,4.7
70316,6.8
137106,5
175311,6.5
154865,9.4
174191,6.8
143816,8
123307,17
142839,6.9
159050,10.5
95851,11
137130,6.3
82147,6.2
167256,9
171225,5.7
172548,8.5
131041,9.6
172547,7.5
154720,4.9
145151,7.4
130786,4.9
173228,11
145150,6
145149,5.5
145148,4.6
165534,4.5
135411,4.5
86280,7
75632,4.5
142929,6
58593,5
95060,4.6
4834,4.7
42528,4.5
93844,5.5
105788,7.5
164079,4.5
6010,7
90816,4.5
150137,6
110621,7.8
126785,8
148420,7.3
57953,4.7
90817,4.2
5387,6
109264,8.5
106033,4.7
9988,4.9
28487,4.3
172079,8.5
107665,5.3
36895,4.4
116128,4.6
169048,7
75071,6
90489,5
172171,6.9
170738,5.7
140037,10
138158,6.5
161167,10
26014,8.75
169775,5.9
147187,7.7
62608,8
156849,11
164,18
158773,5.2
139335,4.5
81013,4.5
160815,4.7
12313,5.5
14615,4.8
154395,5.5
47385,5.2
59330,6
170802,4.7
17329,5
68506,7.7
63840,4.5
56467,5
15642,5
133792,14
67797,9
97139,6.5
88117,6
174166,5.5
171766,5
133716,5.5
41473,6
78269,7
151932,0
168551,4.7
169075,4.7
41468,5
97897,5.5
7559,5.5
123303,19
163939,7.4
60123,5
41457,5.5
92560,5
154655,5.9
89299,7
28925,0
145667,5
28927,0
169977,4
194015,5
53517,7
131814,8.5
141456,5
100593,5.5
41470,5
44560,4
41471,5
164405,7
8092,5.2
170637,7
173026,0.7
126388,5
152244,6
152338,5
69655,6
41761,7.6
173017,9.4
45921,15
169006,5.5
102912,6
